"orderNumber","orderDate","requiredDate","shippedDate","status","customerName","contactFirstName","contactLastName","city","state","postalCode","country","creditLimit","employeeFirstName","employeeLastName","officeCity","officeState","officeCountry","officePostalCode","territory","orderLineNumber","productCode","quantityOrdered","priceEach","productName","productScale","buyPrice","productVendor","quantityInStock","productLine"
10183,"2021-07-10","2021-07-19","2021-07-12",Shipped,"Classic Gift Ideas, Inc",Francisca,Cervantes,Philadelphia,PA,"71270",USA,81100.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,11,S18_2957,39,51.22,"1934 Ford V8 Coupe","1:18",34.35,Min Lin Diecast,5649,Vintage Cars
10183,"2021-07-10","2021-07-19","2021-07-12",Shipped,"Classic Gift Ideas, Inc",Francisca,Cervantes,Philadelphia,PA,"71270",USA,81100.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,12,S24_4258,47,81.81,"1936 Chrysler Airflow","1:24",57.46,Second Gear Diecast,4710,Vintage Cars
10184,"2021-07-11","2021-07-19","2021-07-17",Shipped,"Iberia Gift Imports, Corp.",JosÃ© Pedro ,Roel,Sevilla,,"41101",Spain,65700.00,Martin,Gerard,Paris,,France,"75017",EMEA,1,S32_3207,48,59.03,"1950's Chicago Surface Lines Streetcar","1:32",26.72,Gearbox Collectibles,8601,Trains
10186,"2021-07-11","2021-07-17","2021-07-15",Shipped,"Double Decker Gift Stores, Ltd",Thomas ,Smith,London,,WA1 1DP,UK,43300.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,1,S18_1662,32,137.19,"1980s Black Hawk Helicopter","1:18",77.27,Red Start Diecast,5330,Planes
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,1,S700_2610,39,61.44,The USS Constitution Ship,"1:700",33.97,Red Start Diecast,7083,Ships
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,2,S24_3151,33,83.20,"1912 Ford Model T Delivery Wagon","1:24",46.91,Min Lin Diecast,9173,Vintage Cars
10184,"2021-07-11","2021-07-19","2021-07-17",Shipped,"Iberia Gift Imports, Corp.",JosÃ© Pedro ,Roel,Sevilla,,"41101",Spain,65700.00,Martin,Gerard,Paris,,France,"75017",EMEA,2,S24_4048,49,114.73,"1992 Porsche Cayenne Turbo Silver","1:24",69.78,Exoto Designs,6582,Classic Cars
10186,"2021-07-11","2021-07-17","2021-07-15",Shipped,"Double Decker Gift Stores, Ltd",Thomas ,Smith,London,,WA1 1DP,UK,43300.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,2,S24_2841,22,60.29,"1900s Vintage Bi-Plane","1:24",34.25,Autoart Studio Design,5942,Planes
10184,"2021-07-11","2021-07-19","2021-07-17",Shipped,"Iberia Gift Imports, Corp.",JosÃ© Pedro ,Roel,Sevilla,,"41101",Spain,65700.00,Martin,Gerard,Paris,,France,"75017",EMEA,3,S24_1444,31,57.22,"1970 Dodge Coronet","1:24",32.37,Highway 66 Mini Classics,4074,Classic Cars
10186,"2021-07-11","2021-07-17","2021-07-15",Shipped,"Double Decker Gift Stores, Ltd",Thomas ,Smith,London,,WA1 1DP,UK,43300.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,3,S24_3420,21,59.83,"1937 Horch 930V Limousine","1:24",26.30,Autoart Studio Design,2902,Vintage Cars
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,3,S700_1138,21,64.67,The Schooner Bluenose,"1:700",34.00,Autoart Studio Design,1897,Ships
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,4,S700_3505,37,99.17,The Titanic,"1:700",51.09,Carousel DieCast Legends,1956,Ships
10184,"2021-07-11","2021-07-19","2021-07-17",Shipped,"Iberia Gift Imports, Corp.",JosÃ© Pedro ,Roel,Sevilla,,"41101",Spain,65700.00,Martin,Gerard,Paris,,France,"75017",EMEA,4,S50_1392,45,92.60,Diamond T620 Semi-Skirted Tanker,"1:50",68.29,Highway 66 Mini Classics,1016,Trucks and Buses
10186,"2021-07-11","2021-07-17","2021-07-15",Shipped,"Double Decker Gift Stores, Ltd",Thomas ,Smith,London,,WA1 1DP,UK,43300.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,4,S72_1253,28,42.71,Boeing X-32A JSF,"1:72",32.77,Motor City Art Classics,4857,Planes
10184,"2021-07-11","2021-07-19","2021-07-17",Shipped,"Iberia Gift Imports, Corp.",JosÃ© Pedro ,Roel,Sevilla,,"41101",Spain,65700.00,Martin,Gerard,Paris,,France,"75017",EMEA,5,S18_2238,46,145.72,"1998 Chrysler Plymouth Prowler","1:18",101.51,Gearbox Collectibles,4724,Classic Cars
10186,"2021-07-11","2021-07-17","2021-07-15",Shipped,"Double Decker Gift Stores, Ltd",Thomas ,Smith,London,,WA1 1DP,UK,43300.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,5,S700_2047,24,80.56,HMS Bounty,"1:700",39.83,Unimax Art Galleries,3501,Ships
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,5,S700_3962,22,93.35,The Queen Mary,"1:700",53.63,Welly Diecast Productions,5088,Ships
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,6,S72_3212,28,47.50,Pont Yacht,"1:72",33.30,Unimax Art Galleries,414,Ships
10184,"2021-07-11","2021-07-19","2021-07-17",Shipped,"Iberia Gift Imports, Corp.",JosÃ© Pedro ,Roel,Sevilla,,"41101",Spain,65700.00,Martin,Gerard,Paris,,France,"75017",EMEA,6,S12_4473,37,105.47,"1957 Chevy Pickup","1:12",55.70,Exoto Designs,6125,Trucks and Buses
10186,"2021-07-11","2021-07-17","2021-07-15",Shipped,"Double Decker Gift Stores, Ltd",Thomas ,Smith,London,,WA1 1DP,UK,43300.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,6,S18_3856,46,98.46,"1941 Chevrolet Special Deluxe Cabriolet","1:18",64.58,Exoto Designs,2378,Vintage Cars
10184,"2021-07-11","2021-07-19","2021-07-17",Shipped,"Iberia Gift Imports, Corp.",JosÃ© Pedro ,Roel,Sevilla,,"41101",Spain,65700.00,Martin,Gerard,Paris,,France,"75017",EMEA,7,S24_2840,42,30.06,"1958 Chevy Corvette Limited Edition","1:24",15.91,Carousel DieCast Legends,2542,Classic Cars
10186,"2021-07-11","2021-07-17","2021-07-15",Shipped,"Double Decker Gift Stores, Ltd",Thomas ,Smith,London,,WA1 1DP,UK,43300.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,7,S18_3029,32,73.12,"1999 Yamaha Speed Boat","1:18",51.61,Min Lin Diecast,4259,Ships
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,7,S24_2011,30,105.69,"18th century schooner","1:24",82.34,Carousel DieCast Legends,1898,Ships
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,8,S18_4522,47,87.77,"1904 Buick Runabout","1:18",52.66,Exoto Designs,8290,Vintage Cars
10184,"2021-07-11","2021-07-19","2021-07-17",Shipped,"Iberia Gift Imports, Corp.",JosÃ© Pedro ,Roel,Sevilla,,"41101",Spain,65700.00,Martin,Gerard,Paris,,France,"75017",EMEA,8,S32_2509,33,52.49,"1954 Greyhound Scenicruiser","1:32",25.98,Classic Metal Creations,2874,Trucks and Buses
10186,"2021-07-11","2021-07-17","2021-07-15",Shipped,"Double Decker Gift Stores, Ltd",Thomas ,Smith,London,,WA1 1DP,UK,43300.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,8,S24_3816,36,68.77,"1940 Ford Delivery Sedan","1:24",48.64,Carousel DieCast Legends,6621,Vintage Cars
10184,"2021-07-11","2021-07-19","2021-07-17",Shipped,"Iberia Gift Imports, Corp.",JosÃ© Pedro ,Roel,Sevilla,,"41101",Spain,65700.00,Martin,Gerard,Paris,,France,"75017",EMEA,9,S18_2319,46,119.05,"1964 Mercedes Tour Bus","1:18",74.86,Unimax Art Galleries,8258,Trucks and Buses
10186,"2021-07-11","2021-07-17","2021-07-15",Shipped,"Double Decker Gift Stores, Ltd",Thomas ,Smith,London,,WA1 1DP,UK,43300.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,9,S10_4757,26,108.80,"1972 Alfa Romeo GTA","1:10",85.68,Motor City Art Classics,3252,Classic Cars
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,9,S18_3140,28,124.30,"1903 Ford Model A","1:18",68.30,Unimax Art Galleries,3913,Vintage Cars
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,10,S700_1938,30,79.68,The Mayflower,"1:700",43.30,Studio M Art Models,737,Ships
10184,"2021-07-11","2021-07-19","2021-07-17",Shipped,"Iberia Gift Imports, Corp.",JosÃ© Pedro ,Roel,Sevilla,,"41101",Spain,65700.00,Martin,Gerard,Paris,,France,"75017",EMEA,10,S18_3232,28,165.95,"1992 Ferrari 360 Spider red","1:18",77.90,Unimax Art Galleries,8347,Classic Cars
10184,"2021-07-11","2021-07-19","2021-07-17",Shipped,"Iberia Gift Imports, Corp.",JosÃ© Pedro ,Roel,Sevilla,,"41101",Spain,65700.00,Martin,Gerard,Paris,,France,"75017",EMEA,11,S24_2300,24,117.57,"1962 Volkswagen Microbus","1:24",61.34,Autoart Studio Design,2327,Trucks and Buses
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,11,S18_3259,49,94.79,Collectable Wooden Train,"1:18",67.56,Carousel DieCast Legends,6450,Trains
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,12,S12_3891,43,147.07,"1969 Ford Falcon","1:12",83.05,Second Gear Diecast,1049,Classic Cars
10184,"2021-07-11","2021-07-19","2021-07-17",Shipped,"Iberia Gift Imports, Corp.",JosÃ© Pedro ,Roel,Sevilla,,"41101",Spain,65700.00,Martin,Gerard,Paris,,France,"75017",EMEA,12,S18_2432,44,60.77,"1926 Ford Fire Engine","1:18",24.92,Carousel DieCast Legends,2018,Trucks and Buses
10184,"2021-07-11","2021-07-19","2021-07-17",Shipped,"Iberia Gift Imports, Corp.",JosÃ© Pedro ,Roel,Sevilla,,"41101",Spain,65700.00,Martin,Gerard,Paris,,France,"75017",EMEA,13,S32_1268,46,84.75,"1980â€™s GM Manhattan Express","1:32",53.93,Motor City Art Classics,5099,Trucks and Buses
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,13,S12_1108,21,195.33,"2001 Ferrari Enzo","1:12",95.59,Second Gear Diecast,3619,Classic Cars
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,14,S12_3148,33,146.55,"1969 Corvair Monza","1:18",89.14,Welly Diecast Productions,6906,Classic Cars
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,15,S50_1514,20,46.86,"1962 City of Detroit Streetcar","1:50",37.49,Classic Metal Creations,1645,Trains
10185,"2021-07-11","2021-07-18","2021-07-17",Shipped,Mini Creations Ltd.,Wing,Huang,New Bedford,MA,"50553",USA,94500.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,16,S18_4027,39,127.82,"1970 Triumph Spitfire","1:18",91.92,Min Lin Diecast,5545,Classic Cars
10187,"2021-07-12","2021-07-21","2021-07-13",Shipped,"King Kong Collectables, Co.",Mike,Gao,Central Hong Kong,,,Hong Kong,58600.00,Mami,Nishi,Tokyo,Chiyoda-Ku,Japan,"102-8578",Japan,1,S18_2581,45,70.12,P-51-D Mustang,"1:72",49.00,Gearbox Collectibles,992,Planes
10187,"2021-07-12","2021-07-21","2021-07-13",Shipped,"King Kong Collectables, Co.",Mike,Gao,Central Hong Kong,,,Hong Kong,58600.00,Mami,Nishi,Tokyo,Chiyoda-Ku,Japan,"102-8578",Japan,2,S24_4278,33,64.48,"1900s Vintage Tri-Plane","1:24",36.23,Unimax Art Galleries,2756,Planes
10187,"2021-07-12","2021-07-21","2021-07-13",Shipped,"King Kong Collectables, Co.",Mike,Gao,Central Hong Kong,,,Hong Kong,58600.00,Mami,Nishi,Tokyo,Chiyoda-Ku,Japan,"102-8578",Japan,3,S24_1785,46,96.29,"1928 British Royal Navy Airplane","1:24",66.74,Classic Metal Creations,3627,Planes
10187,"2021-07-12","2021-07-21","2021-07-13",Shipped,"King Kong Collectables, Co.",Mike,Gao,Central Hong Kong,,,Hong Kong,58600.00,Mami,Nishi,Tokyo,Chiyoda-Ku,Japan,"102-8578",Japan,4,S32_4289,31,61.22,"1928 Ford Phaeton Deluxe","1:32",33.02,Highway 66 Mini Classics,136,Vintage Cars
10187,"2021-07-12","2021-07-21","2021-07-13",Shipped,"King Kong Collectables, Co.",Mike,Gao,Central Hong Kong,,,Hong Kong,58600.00,Mami,Nishi,Tokyo,Chiyoda-Ku,Japan,"102-8578",Japan,5,S50_1341,41,39.71,"1930 Buick Marquette Phaeton","1:50",27.06,Studio M Art Models,7062,Vintage Cars
10187,"2021-07-12","2021-07-21","2021-07-13",Shipped,"King Kong Collectables, Co.",Mike,Gao,Central Hong Kong,,,Hong Kong,58600.00,Mami,Nishi,Tokyo,Chiyoda-Ku,Japan,"102-8578",Japan,6,S700_1691,34,84.95,American Airlines: B767-300,"1:700",51.15,Min Lin Diecast,5841,Planes
10187,"2021-07-12","2021-07-21","2021-07-13",Shipped,"King Kong Collectables, Co.",Mike,Gao,Central Hong Kong,,,Hong Kong,58600.00,Mami,Nishi,Tokyo,Chiyoda-Ku,Japan,"102-8578",Japan,7,S700_3167,34,72.00,F/A 18 Hornet 1/72,"1:72",54.40,Motor City Art Classics,551,Planes
10187,"2021-07-12","2021-07-21","2021-07-13",Shipped,"King Kong Collectables, Co.",Mike,Gao,Central Hong Kong,,,Hong Kong,58600.00,Mami,Nishi,Tokyo,Chiyoda-Ku,Japan,"102-8578",Japan,8,S700_2466,44,95.73,America West Airlines B757-200,"1:700",68.80,Motor City Art Classics,9653,Planes
10187,"2021-07-12","2021-07-21","2021-07-13",Shipped,"King Kong Collectables, Co.",Mike,Gao,Central Hong Kong,,,Hong Kong,58600.00,Mami,Nishi,Tokyo,Chiyoda-Ku,Japan,"102-8578",Japan,9,S700_4002,44,70.33,American Airlines: MD-11S,"1:700",36.27,Second Gear Diecast,8820,Planes
10187,"2021-07-12","2021-07-21","2021-07-13",Shipped,"King Kong Collectables, Co.",Mike,Gao,Central Hong Kong,,,Hong Kong,58600.00,Mami,Nishi,Tokyo,Chiyoda-Ku,Japan,"102-8578",Japan,10,S24_3949,43,55.96,Corsair F4U ( Bird Cage),"1:24",29.34,Second Gear Diecast,6812,Planes
10189,"2021-07-15","2021-07-22","2021-07-21",Shipped,Toys4GrownUps.com,Julie,Young,Pasadena,CA,"90003",USA,90700.00,Leslie,Thompson,San Francisco,CA,USA,"94080",NA,1,S12_2823,28,138.57,"2002 Suzuki XREO","1:12",66.27,Unimax Art Galleries,9997,Motorcycles
10188,"2021-07-15","2021-07-23","2021-07-21",Shipped,Herkku Gifts,Veysel,Oeztan,Bergen,,N 5804,Norway  ,96800.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,1,S10_1678,48,95.70,"1969 Harley Davidson Ultimate Chopper","1:10",48.81,Min Lin Diecast,7933,Motorcycles
10188,"2021-07-15","2021-07-23","2021-07-21",Shipped,Herkku Gifts,Veysel,Oeztan,Bergen,,N 5804,Norway  ,96800.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,2,S24_1578,25,95.80,"1997 BMW R 1100 S","1:24",60.86,Autoart Studio Design,7003,Motorcycles
10188,"2021-07-15","2021-07-23","2021-07-21",Shipped,Herkku Gifts,Veysel,Oeztan,Bergen,,N 5804,Norway  ,96800.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,3,S10_4698,45,182.04,"2003 Harley-Davidson Eagle Drag Bike","1:10",91.02,Red Start Diecast,5582,Motorcycles
10188,"2021-07-15","2021-07-23","2021-07-21",Shipped,Herkku Gifts,Veysel,Oeztan,Bergen,,N 5804,Norway  ,96800.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,4,S10_2016,38,111.80,"1996 Moto Guzzi 1100i","1:10",68.99,Highway 66 Mini Classics,6625,Motorcycles
10188,"2021-07-15","2021-07-23","2021-07-21",Shipped,Herkku Gifts,Veysel,Oeztan,Bergen,,N 5804,Norway  ,96800.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,5,S18_2625,32,52.09,"1936 Harley Davidson El Knucklehead","1:18",24.23,Welly Diecast Productions,4357,Motorcycles
10188,"2021-07-15","2021-07-23","2021-07-21",Shipped,Herkku Gifts,Veysel,Oeztan,Bergen,,N 5804,Norway  ,96800.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,6,S24_2000,40,61.70,"1960 BSA Gold Star DBD34","1:24",37.32,Highway 66 Mini Classics,15,Motorcycles
10188,"2021-07-15","2021-07-23","2021-07-21",Shipped,Herkku Gifts,Veysel,Oeztan,Bergen,,N 5804,Norway  ,96800.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,7,S32_1374,44,81.91,"1997 BMW F650 ST","1:32",66.92,Exoto Designs,178,Motorcycles
10188,"2021-07-15","2021-07-23","2021-07-21",Shipped,Herkku Gifts,Veysel,Oeztan,Bergen,,N 5804,Norway  ,96800.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,8,S700_2834,29,96.11,ATA: B757-300,"1:700",59.33,Highway 66 Mini Classics,7106,Planes
10190,"2021-07-16","2021-07-26","2021-07-17",Shipped,Euro+ Shopping Channel,Diego ,Freyre,Madrid,,"28034",Spain,227600.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,1,S32_2206,46,38.62,"1982 Ducati 996 R","1:32",24.14,Gearbox Collectibles,9241,Motorcycles
10190,"2021-07-16","2021-07-26","2021-07-17",Shipped,Euro+ Shopping Channel,Diego ,Freyre,Madrid,,"28034",Spain,227600.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,2,S50_4713,40,67.53,"2002 Yamaha YZR M1","1:50",34.17,Autoart Studio Design,600,Motorcycles
10190,"2021-07-16","2021-07-26","2021-07-17",Shipped,Euro+ Shopping Channel,Diego ,Freyre,Madrid,,"28034",Spain,227600.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,3,S24_2360,42,58.87,"1982 Ducati 900 Monster","1:24",47.10,Highway 66 Mini Classics,6840,Motorcycles
10190,"2021-07-16","2021-07-26","2021-07-17",Shipped,Euro+ Shopping Channel,Diego ,Freyre,Madrid,,"28034",Spain,227600.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,4,S32_4485,42,89.80,"1974 Ducati 350 Mk3 Desmo","1:32",56.13,Second Gear Diecast,3341,Motorcycles
10192,"2021-07-17","2021-07-26","2021-07-22",Shipped,Online Diecast Creations Co.,Dorothy,Young,Nashua,NH,"62005",USA,114200.00,Steve,Patterson,Boston,MA,USA,"02107",NA,1,S24_2887,23,112.74,"1952 Citroen-15CV","1:24",72.82,Exoto Designs,1452,Classic Cars
10191,"2021-07-17","2021-07-27","2021-07-21",Shipped,"Toms SpezialitÃ¤ten, Ltd",Henriette ,Pfalzheim,KÃ¶ln,,"50739",Germany,120400.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,1,S12_3380,40,104.52,"1968 Dodge Charger","1:12",75.16,Welly Diecast Productions,9123,Classic Cars
10191,"2021-07-17","2021-07-27","2021-07-21",Shipped,"Toms SpezialitÃ¤ten, Ltd",Henriette ,Pfalzheim,KÃ¶ln,,"50739",Germany,120400.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,2,S24_3371,48,53.27,"1971 Alpine Renault 1600s","1:24",38.58,Welly Diecast Productions,7995,Classic Cars
10192,"2021-07-17","2021-07-26","2021-07-22",Shipped,Online Diecast Creations Co.,Dorothy,Young,Nashua,NH,"62005",USA,114200.00,Steve,Patterson,Boston,MA,USA,"02107",NA,2,S24_2766,46,86.33,"1949 Jaguar XK 120","1:24",47.25,Classic Metal Creations,2350,Classic Cars
10192,"2021-07-17","2021-07-26","2021-07-22",Shipped,Online Diecast Creations Co.,Dorothy,Young,Nashua,NH,"62005",USA,114200.00,Steve,Patterson,Boston,MA,USA,"02107",NA,3,S24_3191,32,69.34,"1969 Chevrolet Camaro Z28","1:24",50.51,Exoto Designs,4695,Classic Cars
10191,"2021-07-17","2021-07-27","2021-07-21",Shipped,"Toms SpezialitÃ¤ten, Ltd",Henriette ,Pfalzheim,KÃ¶ln,,"50739",Germany,120400.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,3,S12_1099,21,155.66,"1968 Ford Mustang","1:12",95.34,Autoart Studio Design,68,Classic Cars
10191,"2021-07-17","2021-07-27","2021-07-21",Shipped,"Toms SpezialitÃ¤ten, Ltd",Henriette ,Pfalzheim,KÃ¶ln,,"50739",Germany,120400.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,4,S12_3990,30,70.22,"1970 Plymouth Hemi Cuda","1:12",31.92,Studio M Art Models,5663,Classic Cars
10192,"2021-07-17","2021-07-26","2021-07-22",Shipped,Online Diecast Creations Co.,Dorothy,Young,Nashua,NH,"62005",USA,114200.00,Steve,Patterson,Boston,MA,USA,"02107",NA,4,S24_1046,37,72.02,"1970 Chevy Chevelle SS 454","1:24",49.24,Unimax Art Galleries,1005,Classic Cars
10192,"2021-07-17","2021-07-26","2021-07-22",Shipped,Online Diecast Creations Co.,Dorothy,Young,Nashua,NH,"62005",USA,114200.00,Steve,Patterson,Boston,MA,USA,"02107",NA,5,S24_3432,46,93.16,"2002 Chevy Corvette","1:24",62.11,Gearbox Collectibles,9446,Classic Cars
10191,"2021-07-17","2021-07-27","2021-07-21",Shipped,"Toms SpezialitÃ¤ten, Ltd",Henriette ,Pfalzheim,KÃ¶ln,,"50739",Germany,120400.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,5,S18_3482,23,119.06,"1976 Ford Gran Torino","1:18",73.49,Gearbox Collectibles,9127,Classic Cars
10191,"2021-07-17","2021-07-27","2021-07-21",Shipped,"Toms SpezialitÃ¤ten, Ltd",Henriette ,Pfalzheim,KÃ¶ln,,"50739",Germany,120400.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,6,S18_3278,36,75.59,"1969 Dodge Super Bee","1:18",49.05,Min Lin Diecast,1917,Classic Cars
10192,"2021-07-17","2021-07-26","2021-07-22",Shipped,Online Diecast Creations Co.,Dorothy,Young,Nashua,NH,"62005",USA,114200.00,Steve,Patterson,Boston,MA,USA,"02107",NA,6,S24_1628,47,49.30,"1966 Shelby Cobra 427 S/C","1:24",29.18,Carousel DieCast Legends,8197,Classic Cars
10192,"2021-07-17","2021-07-26","2021-07-22",Shipped,Online Diecast Creations Co.,Dorothy,Young,Nashua,NH,"62005",USA,114200.00,Steve,Patterson,Boston,MA,USA,"02107",NA,7,S18_1589,29,100.80,"1965 Aston Martin DB5","1:18",65.96,Classic Metal Creations,9042,Classic Cars
10191,"2021-07-17","2021-07-27","2021-07-21",Shipped,"Toms SpezialitÃ¤ten, Ltd",Henriette ,Pfalzheim,KÃ¶ln,,"50739",Germany,120400.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,7,S24_4620,44,77.61,"1961 Chevrolet Impala","1:18",32.33,Classic Metal Creations,7869,Classic Cars
10191,"2021-07-17","2021-07-27","2021-07-21",Shipped,"Toms SpezialitÃ¤ten, Ltd",Henriette ,Pfalzheim,KÃ¶ln,,"50739",Germany,120400.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,8,S18_4721,32,136.90,"1957 Corvette Convertible","1:18",69.93,Classic Metal Creations,1249,Classic Cars
10192,"2021-07-17","2021-07-26","2021-07-22",Shipped,Online Diecast Creations Co.,Dorothy,Young,Nashua,NH,"62005",USA,114200.00,Steve,Patterson,Boston,MA,USA,"02107",NA,8,S18_2870,38,110.88,"1999 Indy 500 Monte Carlo SS","1:18",56.76,Red Start Diecast,8164,Classic Cars
10192,"2021-07-17","2021-07-26","2021-07-22",Shipped,Online Diecast Creations Co.,Dorothy,Young,Nashua,NH,"62005",USA,114200.00,Steve,Patterson,Boston,MA,USA,"02107",NA,9,S18_3685,45,125.74,"1948 Porsche Type 356 Roadster","1:18",62.16,Gearbox Collectibles,8990,Classic Cars
10191,"2021-07-17","2021-07-27","2021-07-21",Shipped,"Toms SpezialitÃ¤ten, Ltd",Henriette ,Pfalzheim,KÃ¶ln,,"50739",Germany,120400.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,9,S18_3782,43,60.93,"1957 Vespa GS150","1:18",32.95,Studio M Art Models,7689,Motorcycles
10192,"2021-07-17","2021-07-26","2021-07-22",Shipped,Online Diecast Creations Co.,Dorothy,Young,Nashua,NH,"62005",USA,114200.00,Steve,Patterson,Boston,MA,USA,"02107",NA,10,S18_1984,47,128.03,"1995 Honda Civic","1:18",93.89,Min Lin Diecast,9772,Classic Cars
10192,"2021-07-17","2021-07-26","2021-07-22",Shipped,Online Diecast Creations Co.,Dorothy,Young,Nashua,NH,"62005",USA,114200.00,Steve,Patterson,Boston,MA,USA,"02107",NA,11,S18_1129,22,140.12,"1993 Mazda RX-7","1:18",83.51,Highway 66 Mini Classics,3975,Classic Cars
10192,"2021-07-17","2021-07-26","2021-07-22",Shipped,Online Diecast Creations Co.,Dorothy,Young,Nashua,NH,"62005",USA,114200.00,Steve,Patterson,Boston,MA,USA,"02107",NA,12,S18_3232,26,137.17,"1992 Ferrari 360 Spider red","1:18",77.90,Unimax Art Galleries,8347,Classic Cars
10192,"2021-07-17","2021-07-26","2021-07-22",Shipped,Online Diecast Creations Co.,Dorothy,Young,Nashua,NH,"62005",USA,114200.00,Steve,Patterson,Boston,MA,USA,"02107",NA,13,S24_2972,30,33.23,"1982 Lamborghini Diablo","1:24",16.24,Second Gear Diecast,7723,Classic Cars
